PE,AT,V,AP,RH
429.84,25.77,73.68,1014.18,87.53
453.55,17.94,62.1,1019.81,82.65
475.8037414550781,9.43,41.4,1028.42,84.92
457.12,13.98,41.79,1010.6,83.84
446.62,25.02,47.45,1008.07,60.42
437.46,30.99,69.82,1009.41,50.84
446.75,17.17,63.09,1020.54,95.98
459.76,19.4,42.44,1013.19,58.63
440.33,24.1,68.08,1012.73,65.24
473.1563720703125,12.07,39.99,1009.7,93.27
481.08,9.55,40.72,1023.12,68.06
470.93,9.57,52.75,1022.32,75.4
439.19,21.74,70.32,1011.88,85.95
432.64239501953125,30.99,68.51,1008.0,71.35
455.83,17.88,45.87,1008.39,93.63
457.45,17.51,53.16,1013.13,82.86
484.42,7.79,43.13,1019.67,85.35
431.60888671875,31.56,66.44,1008.91,64.16
439.71,30.58,68.84,1011.34,51.29
471.69,13.35,39.64,1010.1,93.3
449.73,17.9,67.71,1004.3,89.59
444.89,21.94,50.32,1008.44,86.98
425.74,31.49,69.13,1009.33,53.9
483.5,8.48,42.49,1010.77,88.68
433.24725341796875,26.85,73.77,1001.2,90.13
446.3000793457031,26.75,60.96,1012.05,56.77
450.84,24.91,64.45,1013.02,42.34
441.71,23.03,68.08,1012.63,70.37
472.18,12.99,40.55,1007.52,94.15
445.83551025390625,23.79,48.06,1012.92,60.03
443.5310363769531,23.42,63.07,1011.72,75.81
431.4026794433594,32.09,69.4,1003.1,56.91
446.56,21.78,51.43,1007.45,88.71
425.19,31.92,69.13,1000.77,58.91
447.12,22.79,50.78,1008.65,58.39
472.9570007324219,10.52,42.18,1014.9,95.67
485.3257141113281,7.64,42.28,1008.46,84.29
468.55,15.8,41.2,1016.08,77.83
456.77,17.3,46.21,1013.56,87.57
428.67,18.26,61.27,1019.1,74.74
457.98,14.03,41.79,1008.07,83.32
445.8,24.55,58.86,1015.22,60.53
442.64,24.6,57.32,1012.48,45.14
436.47,25.04,70.36,1006.56,75.91
449.65,32.31,62.04,1010.45,38.01
454.15,21.17,64.15,1021.25,62.38
475.01,9.15,40.11,1023.82,75.4
446.56,27.34,63.78,1016.5,48.4
470.7262878417969,11.7,43.41,1016.08,62.27
433.03350830078125,27.58,73.06,1009.63,88.31
454.67,20.53,54.9,1016.61,61.28
480.3919372558594,9.55,41.44,1015.07,85.94
479.2204895019531,9.94,41.44,1015.21,87.02
483.11,6.71,40.72,1022.78,80.69
439.93719482421875,31.09,64.05,1011.32,61.14
456.2,17.23,40.12,1013.52,81.55
448.17,18.27,58.2,1018.34,72.73
477.38,9.06,36.3,1015.14,58.71
466.87,14.66,41.66,1012.89,62.41
446.88,23.79,58.2,1016.77,55.88
439.54,31.33,58.9,1003.77,52.34
466.75,10.26,43.14,1019.68,98.97
432.62,33.75,64.96,1002.54,39.28
454.35,18.72,60.07,1015.81,70.55
447.06,20.71,58.18,1007.63,98.44
435.86,28.87,71.97,1008.74,82.61
464.9781494140625,12.63,48.04,1013.0,100.13
469.12,13.69,34.03,1018.45,65.76
441.51,20.3,67.32,1013.49,80.9
471.24,14.93,42.44,1012.65,86.8
431.53,25.43,69.13,1002.2,86.44
433.64,24.85,71.98,1005.97,95.09
460.47,14.67,45.01,1014.28,67.91
487.87,3.63,38.44,1016.16,87.38
432.0,28.54,72.99,1007.42,67.87
467.98,15.26,41.2,1016.0,76.06
429.33,29.88,68.08,1011.14,55.78
487.09,5.65,40.72,1022.46,85.17
476.2197570800781,9.2,39.82,1013.19,91.25
456.72,18.85,44.63,1009.06,84.75
442.48,28.16,61.47,1009.19,62.53
469.34,13.15,42.44,1014.51,99.53
459.77813720703125,16.97,50.9,1012.31,82.65
462.26,17.33,42.28,1007.97,50.33
458.4064025878906,17.39,46.21,1013.94,82.73
440.92,26.26,65.06,1013.58,52.72
464.59,13.72,45.01,1014.07,77.0
469.2198181152344,10.99,44.63,1020.67,90.09
480.3704528808594,8.94,41.74,1022.55,90.74
446.4925537109375,22.5,59.43,1010.31,72.17
446.67938232421875,23.62,68.63,1013.18,50.57
462.53,17.17,44.68,1018.72,83.58
469.56,12.47,38.25,1012.74,82.89
465.6,16.65,46.18,1010.6,95.69
437.97,24.56,71.94,1006.81,89.59
444.52,25.49,47.45,1007.89,57.04
478.16,7.33,40.0,1018.96,80.76
463.93,20.52,43.79,1015.9,68.1
463.03424072265625,13.61,41.16,1020.49,75.09
457.4988098144531,22.5,45.38,1014.11,65.08
438.65972900390625,28.24,65.27,1013.43,48.74
435.17,30.04,67.25,1017.65,52.84
465.73284912109375,14.38,44.84,1024.59,81.68
448.43,24.78,68.63,1013.96,43.7
455.28,19.99,40.79,1003.15,87.55
464.07080078125,16.01,43.69,1017.12,62.43
427.3,29.09,72.43,1006.86,65.47
470.31,13.31,40.03,1017.73,84.48
437.84,33.34,69.88,1007.65,42.72
441.59930419921875,26.88,59.21,1013.54,58.13
462.16,15.69,37.87,1022.63,87.71
431.95,27.58,78.05,1010.83,94.98
451.86676025390625,20.51,63.86,1020.65,75.36
470.67,13.56,39.52,1016.61,78.35
443.9297790527344,22.64,59.27,1012.58,83.55
434.27,30.29,71.58,1010.01,54.03
465.7220764160156,10.15,41.62,1015.86,97.4
447.49,23.07,57.5,1015.7,75.47
478.1962890625,7.29,40.96,1023.01,90.78
436.74322509765625,25.34,69.48,1008.4,74.79
449.043701171875,19.66,58.79,1017.17,84.16
457.94,17.77,56.53,1019.57,79.89
466.8297424316406,14.34,42.86,1031.75,66.81
469.34,14.4,42.99,1010.3,89.72
453.07891845703125,18.31,62.1,1020.38,79.02
467.4945373535156,13.56,40.03,1017.73,83.76
483.7652587890625,6.17,41.31,1002.49,87.59
449.45,25.04,51.95,1005.56,66.53
465.24,14.49,41.16,1000.5,82.17
447.6673583984375,22.31,43.43,1010.64,56.44
459.6657409667969,16.38,46.97,1013.6,73.67
445.66,23.48,65.12,1015.82,60.83
469.6,11.58,39.69,1005.17,86.55
461.82,14.74,43.99,1023.13,86.31
465.2,15.33,42.28,1008.19,66.15
439.03,26.14,69.14,1007.1,88.27
432.38,32.86,68.51,1008.43,46.78
435.54,28.88,63.76,1010.16,56.34
440.6679382324219,27.59,54.2,1013.1,51.61
441.3453369140625,21.85,69.94,1010.89,79.4
486.6153869628906,6.58,43.02,1014.03,84.95
456.56,20.38,62.52,1017.85,75.56
476.54,9.53,38.18,1018.43,75.33
457.98,16.76,53.16,1014.13,81.87
431.14,32.31,68.94,1006.11,71.78
471.36,10.22,39.96,1025.05,96.05
480.18,10.72,39.35,1015.35,86.43
453.2458801269531,21.68,64.15,1021.09,70.88
445.4,21.13,51.43,1007.43,88.72
434.82,29.14,75.23,1010.15,54.87
474.97,12.04,43.69,1016.58,80.16
474.28,10.1,41.4,1024.29,85.94
443.26,28.72,68.14,1005.82,46.52
438.6388854980469,28.84,60.23,1009.7,59.0
450.19,18.68,52.84,1004.65,88.27
458.78,16.5,44.63,1020.58,64.11
440.3,27.18,64.44,1012.81,61.27
451.21,20.08,58.79,1017.32,81.59
456.1612548828125,19.64,56.65,1020.79,73.88
430.19,27.77,62.26,1010.88,66.45
433.34,31.4,71.06,1008.44,74.77
490.02,3.68,39.64,1011.31,84.05
471.85,11.89,40.03,1019.53,89.48
484.36785888671875,7.63,40.56,1023.13,81.01
431.66,26.38,71.73,1010.04,69.45
448.56,22.89,48.98,1014.55,48.21
457.49688720703125,17.98,53.29,1018.29,83.46
459.69,14.22,48.6,1006.26,88.05
450.4063720703125,22.35,57.76,1017.92,68.18
443.6868896484375,22.2,57.17,1009.82,78.43
458.25,16.89,49.21,1015.19,70.39
444.66,22.51,59.21,1018.35,71.97
466.25,15.11,42.99,1007.53,85.75
435.9,25.15,73.67,1007.42,85.48
462.8057556152344,15.47,44.9,1021.59,81.74
476.8878479003906,11.1,40.0,1021.29,86.58
445.82,20.78,60.84,1018.66,80.4
443.7857666015625,20.94,68.12,1012.43,78.2
486.049560546875,5.52,42.85,1012.77,93.82
462.94,16.19,36.99,1007.37,92.4
429.18,27.06,72.58,1009.24,90.31
455.57,19.92,48.98,1014.32,64.99
454.72,18.53,61.27,1019.84,75.22
475.07,12.21,41.67,1012.88,85.19
474.9755554199219,11.59,40.05,1014.96,86.22
427.61,26.61,72.43,1007.71,75.82
458.36,18.4,44.92,1024.88,64.89
437.6031494140625,24.8,66.51,1016.74,65.72
438.42,25.47,60.75,1007.27,65.91
431.58,28.57,75.33,1003.16,76.14
432.41,31.01,73.5,1010.92,48.61
444.59,24.38,57.17,1009.85,74.46
439.88,28.46,60.23,1010.2,63.38
454.98,18.16,43.72,1008.64,75.22
478.47,10.6,41.17,1018.38,87.92
439.52,24.19,68.94,1007.37,70.83
471.9551696777344,12.2,39.72,1018.07,54.83
435.45,27.95,73.5,1010.42,58.01
433.75,30.38,71.58,1010.17,50.45
440.55,28.48,54.2,1013.14,49.51
468.18878173828125,11.3,43.14,1019.56,99.83
427.9,29.19,70.32,1008.28,55.42
437.96,30.75,71.22,1006.47,48.06
468.49,12.37,43.22,1009.1,76.06
443.73,25.75,60.95,1014.75,53.3
438.49,28.18,67.17,1006.84,75.55
448.47,21.89,74.93,1016.11,77.88
445.3,24.79,50.78,1008.78,61.88
433.71,30.86,70.32,1011.88,62.68
467.43878173828125,13.51,43.22,1009.63,75.02
445.86,29.35,68.31,1010.46,46.2
448.46,19.98,60.77,1017.72,90.71
462.51,21.77,42.23,1013.03,67.44
460.61,12.43,41.62,1011.87,80.57
459.86,3.4,39.64,1011.1,83.43
436.55,24.73,74.22,1010.15,79.83
436.16,25.54,70.47,1009.28,73.5
438.42,25.88,63.73,1009.48,77.17
438.0013427734375,23.07,70.47,1008.64,83.37
435.66,30.66,70.98,1007.6,72.08
459.75,13.77,41.58,1020.63,72.94
466.68,12.57,43.8,1023.2,56.85
437.54,31.1,71.32,1008.09,45.87
443.76,22.24,64.27,1012.97,89.54
438.24,29.08,52.84,1006.14,40.09
455.29,19.35,39.72,1002.5,51.24
440.99,28.88,54.89,1007.16,46.6
438.38,31.7,70.36,1006.26,58.18
469.18,13.25,44.92,1024.11,89.34
459.2514343261719,18.55,41.1,1002.02,65.16
433.07,28.69,71.29,1009.22,68.35
467.7859191894531,13.74,42.74,1029.54,70.0
443.87,23.97,64.33,1010.54,84.65
460.44,18.44,39.72,1001.14,66.83
453.5111083984375,16.88,56.89,1014.01,82.1
467.23114013671875,12.82,46.18,1018.53,88.46
487.63,7.18,38.56,1016.49,70.37
446.09,24.34,62.96,1019.7,61.44
438.25,26.63,62.44,1010.86,70.82
466.6889343261719,11.43,41.16,1022.81,92.04
433.65,27.24,66.75,1017.78,69.6
462.6,15.01,42.77,1018.21,73.22
475.6536865234375,11.21,40.75,1016.45,86.14
434.96,31.46,71.8,1010.75,54.88
471.54052734375,13.65,42.86,1015.41,87.67
468.02,9.57,39.82,1013.12,89.15
475.12176513671875,11.46,44.85,1014.3,63.24
441.58,25.03,60.84,1017.69,59.23
464.88,14.6,44.84,1023.58,88.21
432.93,28.88,73.68,1015.25,47.73
467.95,13.82,44.84,1023.72,95.24
483.7347717285156,7.87,41.06,1020.91,87.64
490.34,2.34,39.42,1028.47,69.68
435.47,23.58,70.04,1010.95,76.32
443.04,21.49,70.32,1009.07,92.25
465.5,15.84,41.66,1009.69,62.81
448.46,25.82,61.08,1013.64,66.4
475.13,10.18,40.81,1015.79,81.42
437.07342529296875,28.4,69.34,1009.76,70.4
474.94,12.35,41.38,1021.99,55.38
464.4752197265625,16.52,43.7,1015.08,58.36
474.65,9.6,42.03,1017.66,92.27
485.5062255859375,7.54,38.56,1016.49,69.1
469.7262878417969,8.04,41.92,1029.7,92.21
471.1896057128906,11.82,41.26,1020.74,91.14
447.2222595214844,21.62,48.78,1020.06,85.09
456.83,15.41,44.78,1007.69,65.17
441.81,26.47,63.13,1013.72,79.4
436.43,31.5,74.16,1011.72,56.42
466.3268127441406,12.24,49.83,1007.9,94.28
470.44036865234375,13.52,41.44,1015.81,65.97
479.5028991699219,10.02,39.66,1016.34,79.98
445.07,21.01,44.05,1010.61,64.12
479.31,8.35,43.52,1022.78,97.34
469.5469665527344,14.12,39.52,1016.79,75.89
434.37,35.2,73.56,1006.56,45.72
432.52,25.28,72.39,1002.28,89.43
468.0409851074219,14.3,41.93,1020.6,65.38
457.66,19.32,52.9,1016.86,68.2
446.34,22.04,69.51,1013.25,56.15
443.77,28.07,66.17,1010.58,64.11
450.31,23.09,60.95,1015.02,68.78
435.9,27.17,61.25,1013.03,70.43
435.61,26.44,71.64,1004.55,85.53
440.2,27.23,44.05,1005.69,58.91
464.6084289550781,17.68,40.89,1011.24,61.37
434.01,27.18,79.05,1008.99,94.32
435.69,27.89,68.12,1012.78,48.72
468.92,13.5,54.3,1016.2,77.46
444.2,28.11,66.17,1010.51,65.16
440.31,28.75,70.02,1010.33,46.55
433.63,25.56,74.99,1005.41,85.75
470.96,12.84,50.59,1020.08,88.08
454.14,20.18,56.53,1020.3,77.1
436.24,25.65,69.45,1013.95,50.42
454.4332275390625,21.08,52.05,1012.28,45.25
464.8293151855469,14.33,45.51,1015.42,71.55
436.37,29.13,62.26,1010.51,52.94
425.34,31.73,74.67,1016.38,44.51
455.69,18.0,53.16,1013.02,82.47
475.37,12.39,44.58,1016.38,84.95
440.58,28.26,63.13,1012.0,68.35
470.86,14.59,42.44,1012.7,83.92
460.73,16.22,46.36,1020.04,91.73
441.32,25.99,59.54,1007.78,74.48
451.13,20.84,59.8,1016.96,75.05
431.16,26.85,74.16,1008.66,93.8
483.21258544921875,7.24,39.04,1019.0,68.69
463.9193115234375,14.01,43.34,1016.95,83.41
458.58270263671875,17.66,44.9,1020.5,71.33
473.66,11.6,40.96,1023.95,86.83
453.39,16.72,44.78,1007.75,56.79
473.20281982421875,12.77,40.71,1014.66,72.81
473.5916748046875,11.08,38.16,1014.45,74.99
475.47,8.96,40.02,1031.21,82.32
467.37,9.86,41.01,1018.49,98.71
454.02,17.18,46.0,1002.74,100.1
464.27,14.5,53.82,1016.81,62.89
437.27,24.01,65.18,1012.57,76.02
438.282958984375,24.79,67.83,1009.32,61.46
467.96,11.67,44.6,1018.09,92.53
441.1023864746094,21.28,70.32,1011.06,90.12
441.7408752441406,20.96,69.48,1011.04,82.63
431.68,26.57,73.21,1002.31,92.51
459.63,16.43,48.06,1010.73,61.26
444.06,26.22,65.34,1015.17,47.25
452.31,24.88,52.36,1014.45,68.39
477.07,12.22,40.71,1021.25,80.83
445.90496826171875,22.28,58.12,1014.54,83.27
475.2502746582031,9.14,37.36,1015.22,78.06
438.73,27.34,70.98,1008.82,71.42
444.19,24.9,58.49,1011.06,65.14
472.14,13.26,40.83,1007.97,90.63
457.8,21.86,64.45,1015.83,63.36
467.51,18.55,41.85,1015.24,62.47
435.0299072265625,26.26,74.9,1003.85,81.94
479.9253234863281,5.15,40.78,1025.34,95.84
478.24,10.8,39.58,1011.99,87.54
437.81,27.99,71.64,1007.79,72.67
453.78,18.4,50.16,1011.51,98.07
471.93,15.17,36.71,1013.5,77.44
471.0972595214844,13.18,40.83,1007.67,95.44
431.38,30.37,67.45,1015.35,45.6
433.3,24.88,71.94,1006.85,87.32
462.03,14.87,42.77,1017.94,75.06
442.73,20.34,69.45,1012.76,91.05
485.75,5.71,40.77,1022.51,89.58
436.12,28.62,79.74,1008.12,65.39
473.46,12.75,39.58,1010.8,77.31
456.69,19.76,48.92,1010.48,46.57
448.89,19.75,54.2,1011.43,83.5
475.9973449707031,11.61,41.17,1019.57,58.82
480.21,9.63,43.02,1012.4,68.41
440.26,26.65,63.78,1015.32,53.95
446.23,24.63,65.38,1010.43,40.68
453.8,19.94,56.53,1020.48,76.43
467.74,15.18,43.67,1011.59,92.58
444.433349609375,25.79,63.9,1014.39,60.49
478.17138671875,12.64,40.71,1024.2,65.21
438.52,21.7,70.32,1009.12,91.3
474.91,12.19,40.23,1017.45,82.07
431.72,27.73,67.69,1007.47,59.42
443.9316711425781,20.83,70.72,1009.56,89.37
456.2,16.7,46.18,1011.2,96.84
479.91,8.27,39.64,1011.0,84.64
435.9546813964844,27.17,67.45,1015.67,49.03
465.63,14.92,46.18,1014.21,98.82
439.2150573730469,27.47,66.86,1006.1,70.2
478.7770690917969,9.72,41.44,1015.17,84.41
446.57,19.97,50.78,1008.75,92.7
457.3546447753906,18.37,51.86,1018.8,74.3
471.78,14.85,40.8,1025.38,53.29
438.86,22.92,60.37,1007.05,89.94
465.09,15.2,40.55,1005.0,88.4
439.69842529296875,28.07,61.47,1008.68,64.83
479.21,10.72,41.17,1019.68,60.71
459.73101806640625,16.09,48.78,1015.78,91.12
455.43743896484375,18.68,53.29,1018.16,75.01
469.64,14.48,40.83,1009.42,81.74
442.54,28.41,61.47,1008.94,56.56
430.66,24.03,62.44,1010.96,79.88
430.67425537109375,28.31,74.33,1011.89,69.77
443.01,21.79,60.93,1006.44,87.68
427.72,28.53,69.84,1004.46,68.03
477.62,9.84,36.66,1026.7,70.02
429.0321044921875,34.66,74.33,1012.0,32.19
453.38,21.99,58.96,1014.09,61.3
438.0141906738281,23.69,73.67,1007.19,86.73
449.36,21.94,64.69,1007.39,77.58
460.45,14.51,49.83,1006.27,91.65
466.24,13.72,45.09,1012.95,87.41
463.12,15.03,43.71,1025.07,83.25
487.18,6.99,39.37,1020.19,75.06
437.19024658203125,28.03,68.67,1005.52,58.16
477.93,10.9,41.93,1014.96,96.24
491.84,5.51,41.03,1022.28,84.5
460.0,17.02,51.86,1021.53,81.28
465.03,14.39,44.21,1019.77,85.7
442.07,24.05,70.4,1006.83,92.35
449.07,20.99,50.78,1008.55,75.14
448.08,21.02,61.5,1008.52,77.74
425.69,31.01,69.13,1000.93,62.96
462.76531982421875,12.38,41.62,1012.37,84.15
440.7844543457031,23.37,70.94,1008.01,81.28
464.12,12.22,40.78,1024.02,85.46
460.75,15.28,48.14,1012.55,69.65
446.11,25.09,57.43,1013.2,70.42
452.59,23.87,50.39,1012.96,76.05
467.6520690917969,15.43,40.89,1010.63,73.03
448.54,24.34,48.78,1018.0,73.44
434.51,25.09,71.58,1010.17,86.01
459.52,16.37,53.16,1014.89,74.84
476.12,11.8,41.54,1020.0,65.85
442.66,24.85,68.37,1006.5,68.37
461.58,17.16,40.55,1000.26,72.21
468.0433044433594,13.09,54.3,1017.61,82.38
479.28,10.25,41.46,1018.67,84.41
440.78656005859375,28.39,65.51,1014.52,66.48
435.01,31.55,69.75,1010.12,58.36
445.44,23.84,49.21,1013.1,44.72
464.44,14.46,42.86,1031.34,69.84
442.32,24.16,65.06,1013.88,58.96
446.93255615234375,20.82,63.77,1014.28,86.37
453.77,17.0,49.78,1005.32,100.1
470.4,11.45,45.01,1018.88,92.12
457.43,18.26,58.96,1014.04,69.7
477.9718933105469,10.74,43.67,1011.75,80.1
445.39,20.89,67.71,1006.12,59.12
475.1173400878906,11.82,41.54,1019.96,67.65
442.2039489746094,25.44,65.06,1013.82,55.72
436.75213623046875,29.92,69.75,1009.12,67.15
449.16,21.11,58.49,1011.6,80.44
462.86,14.6,53.82,1016.28,64.83
443.8,25.96,63.78,1016.95,49.47
461.909423828125,18.32,39.53,1008.15,64.85
445.91,21.36,68.28,1007.6,72.37
464.59,15.7,42.99,1007.51,76.05
441.14,26.82,75.08,1005.93,60.81
464.56,15.22,41.35,1003.12,95.45
436.37,27.68,69.34,1008.28,70.9
427.21,27.14,70.32,1007.08,73.08
442.6,28.99,54.2,1012.79,41.9
429.8386535644531,32.55,69.89,1013.87,40.09
442.6,27.01,63.78,1016.72,47.89
483.27,6.31,42.07,1004.61,77.74
448.8475646972656,23.31,60.08,1017.14,64.35
479.61,10.66,41.93,1016.12,94.16
427.51,26.82,64.96,999.72,63.55
470.0807800292969,12.36,45.09,1013.05,88.4
482.26,10.2,40.67,1016.15,73.2
433.03,29.17,74.34,1004.51,82.02
474.27239990234375,12.03,40.75,1015.93,85.07
430.1482238769531,31.27,69.13,1009.45,57.01
435.25,24.8,72.24,1011.58,83.61
434.71,24.43,72.43,1008.03,85.56
440.74,24.14,63.21,1012.28,89.08
438.27581787109375,28.13,56.9,1007.17,51.66
458.7055969238281,19.15,39.72,1001.49,58.62
476.2009582519531,11.05,40.75,1016.55,87.08
438.28,25.23,66.44,1011.37,51.3
434.59,26.86,70.47,1007.18,72.38
462.51,12.15,71.14,1019.56,86.06
466.8,18.5,41.85,1015.81,64.78
453.42,21.93,58.96,1014.23,58.58
472.51556396484375,10.14,45.01,1018.12,94.32
464.5531005859375,14.04,48.79,1017.62,75.25
440.17,24.14,60.07,1016.56,58.08
470.43292236328125,13.48,41.44,1015.64,71.46
464.62,14.26,43.34,1017.24,81.54
447.22,19.99,65.94,1012.28,75.42
460.602294921875,16.52,53.16,1014.68,76.82
445.67,22.75,58.79,1011.44,84.47
458.26,15.31,40.66,1016.46,84.64
445.27,21.33,58.46,1016.17,79.73
428.27,30.28,74.67,1016.45,55.76
455.95,19.08,44.63,1020.05,41.07
451.84,23.94,51.95,1008.18,71.87
450.93,21.12,62.52,1015.62,78.98
440.98,22.61,60.27,1018.81,83.27
460.06,14.85,44.63,1020.67,75.76
440.53948974609375,27.26,63.77,1014.07,66.58
433.04,31.96,71.29,1008.39,47.51
439.25,25.3,58.46,1015.91,69.71
447.26,24.49,65.61,1014.71,63.47
435.47,24.44,72.99,1008.38,91.66
457.74,17.89,44.78,1010.03,53.78
471.1598205566406,11.92,43.8,1022.96,60.49
443.68,23.34,63.73,1012.1,79.11
454.02,18.89,66.86,1012.38,71.96
450.14,18.63,50.16,1010.21,97.13
443.9942321777344,24.43,60.07,1015.59,59.99
478.21,9.83,41.17,1019.34,72.29
459.83,16.68,43.14,1018.39,76.48
449.08,22.29,45.01,1012.4,51.58
486.83,5.63,39.22,1013.35,77.67
469.25,13.72,34.03,1018.57,65.95
468.46,13.02,45.51,1015.24,80.05
479.18,8.9,40.77,1011.67,90.26
433.5766906738281,26.44,71.73,1009.52,81.75
440.47,27.07,74.87,1010.09,58.97
433.47,27.74,70.32,1009.58,50.29
435.13,31.5,70.32,1011.44,64.09
453.13,21.81,43.77,1011.97,64.72
463.7462158203125,15.86,49.69,1015.59,87.26
446.87,20.31,69.94,1009.7,86.53
444.01,23.23,64.69,1008.12,76.6
449.96,18.39,52.08,1006.53,100.09
432.0017395019531,30.68,73.67,1005.63,57.05
429.93,29.09,67.07,1005.99,41.39
435.14,27.35,60.75,1008.98,67.56
429.15,28.46,73.67,1005.67,71.21
430.7,31.21,66.44,1008.57,65.76
450.0,18.89,63.09,1018.47,84.85
436.66,26.71,68.3,1015.07,62.7
464.07,13.52,42.07,1017.91,90.21
442.62,24.17,48.41,1008.46,76.19
484.4251708984375,7.67,41.66,1016.25,77.0
448.24566650390625,19.44,59.21,1018.5,88.35
433.83,27.0,69.4,1004.86,82.2
465.26,18.16,43.96,1012.78,78.33
450.6485595703125,19.28,65.46,1013.77,64.24
463.44,15.43,38.58,1016.58,81.17
461.2331848144531,16.32,43.5,1021.3,72.6
440.17938232421875,33.12,68.31,1010.3,42.29
485.29,8.48,38.5,1013.5,66.51
445.5063781738281,20.76,70.72,1009.73,89.04
456.6673278808594,18.76,52.9,1016.27,64.7
439.91,24.5,60.77,1017.15,73.66
425.91,32.4,68.14,1004.44,34.53
451.2701721191406,17.82,65.48,1019.64,86.6
436.64,27.27,67.9,1006.36,62.12
450.1290283203125,20.14,65.06,1014.81,80.01
442.6031188964844,24.8,65.48,1018.56,62.05
436.4242858886719,26.42,71.06,1008.12,87.32
463.5055847167969,15.34,41.96,1012.08,100.12
435.94,28.66,50.05,1006.08,47.74
465.48,14.2,52.75,1025.64,61.02
439.68,26.12,75.6,1017.41,72.31
439.93,24.14,62.66,1007.33,73.27
454.86,23.43,54.42,1013.58,70.99
474.2,10.41,36.71,1022.02,84.56
440.22,23.27,60.84,1019.13,67.24
457.3316650390625,18.36,53.16,1013.14,79.89
458.55,15.8,40.66,1016.15,88.24
442.451171875,22.95,63.94,1013.87,80.37
452.41,19.79,60.1,1010.47,84.04
431.39,34.43,68.51,1010.17,34.09
435.91,26.31,68.51,1013.26,68.66
468.53,11.94,44.6,1018.69,85.33
468.57,10.82,39.96,1025.53,95.89
462.37,17.49,40.55,1001.73,73.15
447.16,26.23,59.87,1012.93,66.62
465.65460205078125,7.26,41.22,1014.86,97.82
474.75,9.42,41.4,1029.21,86.4
465.1206359863281,16.85,39.64,1008.82,80.81
447.04,26.31,52.09,1013.39,53.59
432.6216125488281,30.69,69.89,1013.9,42.85
465.29,16.55,39.64,1009.07,77.8
456.28,16.29,50.88,1013.79,99.15
470.63,12.49,38.25,1012.61,83.32
479.32,10.15,41.46,1019.56,81.79
449.38,21.71,58.05,1013.07,85.75
467.29,13.92,44.47,1029.36,70.86
445.87548828125,24.04,51.95,1006.13,73.92
444.8451843261719,20.03,69.45,1013.47,86.66
441.36,31.7,76.09,1007.06,72.39
434.79,26.0,69.88,1007.99,87.07
435.66,25.35,74.33,1015.29,77.84
451.42,24.49,49.82,1017.09,64.02
443.2041320800781,24.27,63.87,1018.88,53.96
443.5,24.51,58.79,1016.11,61.7
467.21,12.06,52.72,1024.53,80.05
452.73,18.53,48.98,1014.24,74.29
464.45,18.31,42.23,1012.88,79.32
443.4134216308594,24.97,63.86,1018.64,52.01
473.22,10.02,39.96,1024.88,96.85
434.92,25.45,72.24,1011.44,80.54
438.06,26.74,49.02,1008.18,67.59
449.07,23.45,51.95,1005.23,76.17
477.03,11.1,44.85,1014.27,65.08
442.5579833984375,24.16,60.29,1018.09,63.49
487.33,5.45,39.04,1020.07,77.05
441.45,24.99,51.43,1006.95,79.63
450.5,18.32,65.94,1012.74,86.77
440.4495849609375,21.63,71.85,1009.44,76.89
480.7691345214844,8.53,38.18,1017.54,76.49
440.3,28.85,59.27,1011.69,51.8
447.09,23.23,60.32,1016.73,78.35
485.01,4.93,38.44,1015.65,71.47
462.18,18.76,44.71,1015.15,30.83
440.02,25.52,67.17,1007.33,85.12
465.99,12.38,48.04,1012.78,100.13
461.9670715332031,16.05,43.14,1010.67,79.36
433.46,26.75,70.32,1007.61,54.09
439.31,30.03,68.84,1011.41,53.82
448.51,24.78,50.16,1004.56,70.22
443.75,26.97,64.45,1009.43,53.96
440.68,27.98,67.17,1007.32,75.29
452.79,26.33,61.41,1011.9,52.1
472.13,11.34,45.17,1018.32,96.24
462.79,18.8,44.78,1009.65,46.0
483.12,5.23,40.78,1025.13,92.74
478.8,10.8,39.28,1010.7,82.62
464.38,19.32,44.71,1015.3,28.81
430.15,33.15,70.4,1003.72,53.98
472.47,12.8,39.16,1015.94,89.83
456.6956787109375,19.3,46.93,1014.83,66.71
443.72711181640625,26.33,60.06,1005.86,41.57
432.44,30.8,70.94,1007.06,63.09
444.87,21.52,66.51,1015.32,72.85
453.79,18.63,45.87,1007.98,79.9
456.17,16.69,44.78,1010.41,58.18
462.3057861328125,12.49,41.62,1011.37,82.68
432.92,32.06,75.33,1001.96,63.15
482.5428466796875,8.82,43.56,1014.95,81.54
447.1888427734375,25.14,64.63,1020.63,54.0
441.19,21.71,60.27,1015.74,89.76
451.35,19.65,44.89,1009.76,75.36
450.8507385253906,22.63,58.96,1013.62,56.67
476.73,11.82,41.67,1012.94,84.51
448.88,18.41,44.89,1009.75,77.24
429.6798400878906,32.09,70.4,1003.73,55.65
432.46,33.4,70.8,1009.17,57.01
472.3096923828125,11.83,44.21,1019.37,85.31
488.3177185058594,6.33,39.33,1012.06,93.16
463.93,15.02,37.64,1016.49,83.28
437.34,28.93,74.78,1009.48,56.4
468.28851318359375,14.81,39.58,1011.62,73.64
457.64,13.25,41.62,1010.8,77.81
450.33,18.27,65.94,1013.09,84.72
441.54,23.77,51.43,1006.67,84.09
472.13861083984375,12.8,44.34,1016.52,86.73
